prime_awardee_name,subawardee_name,subaward_action_date,subaward_amount,subaward_description
RAYTHEON COMPANY,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",2018-11-30,1942520.0,Firm Fixed Price
RAYTHEON COMPANY,"AEROJET ROCKETDYNE, INC.",2017-08-24,1935479.0,"FinsWings&Boattails, NRE - Other, Pyrotechnic Fuses, Rocket Motors."
RAYTHEON COMPANY,"AEROJET ROCKETDYNE, INC.",2017-08-24,1935479.0,"FinsWings&Boattails, NRE - Other, Pyrotechnic Fuses, Rocket Motors."
RAYTHEON COMPANY,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,2017-02-23,1919219.0,Firm Fixed Price
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-10-08,1331612.0,Firm Fixed Price
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-11-01,1147265.0,"Explosive Cut Device, NRE - Engineering, NRE - Other."
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-11-01,1147265.0,"Explosive Cut Device, NRE - Engineering, NRE - Other."
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-10-23,932473.0,"Couplers, Gen Structural Assys, NRE - Other, Nuts."
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-10-23,932473.0,"Couplers, Gen Structural Assys, NRE - Other, Nuts."
RAYTHEON COMPANY,"L3 TECHNOLOGIES, INC.",2018-03-15,928445.0,Firm Fixed Price
RAYTHEON COMPANY,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",2018-11-30,924640.0,Firm Fixed Price
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-10-23,900319.0,Firm Fixed Price
RAYTHEON COMPANY,"L3 TECHNOLOGIES, INC.",2018-10-03,893366.0,"Encoders, NRE - Other."
RAYTHEON COMPANY,"L3 TECHNOLOGIES, INC.",2018-10-03,893366.0,"Encoders, NRE - Other."
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-10-23,891828.0,Firm Fixed Price
RAYTHEON COMPANY,TELETRONICS TECHNOLOGY CORPORATION,2018-05-22,853476.0,Firm Fixed Price
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-08-13,784267.0,"Fuselage, Gen Structural Assys, NRE - Other."
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-08-13,784267.0,"Fuselage, Gen Structural Assys, NRE - Other."
RAYTHEON COMPANY,ORBITAL SCIENCES CORPORATION,2016-10-27,712889.0,Cost Plus Fixed Fee
RAYTHEON COMPANY,TELETRONICS TECHNOLOGY CORPORATION,2018-06-15,697020.0,Multi-Function Assys.
RAYTHEON COMPANY,TELETRONICS TECHNOLOGY CORPORATION,2018-06-15,697020.0,Multi-Function Assys.
RAYTHEON COMPANY,"MICRO CRAFT, INC.",2017-07-28,673672.0,Testing (Non-Prod).
RAYTHEON COMPANY,"MICRO CRAFT, INC.",2017-07-28,673672.0,Testing (Non-Prod).
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-01-15,638100.0,Firm Fixed Price
RAYTHEON COMPANY,PARKER-HANNIFIN CORPORATION,2017-09-11,620396.0,"NRE - Data Items, NRE - Engineering, NRE - Qualification, Pumps, Tech/Eng Services."
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-01-15,584200.0,Firm Fixed Price
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-01-15,584200.0,Firm Fixed Price
RAYTHEON COMPANY,"JANSEN'S AIRCRAFT SYSTEMS CONTROLS, INC.",2018-02-15,509049.0,"Gen Structural Assys, NRE - Other, Valves."
RAYTHEON COMPANY,"JANSEN'S AIRCRAFT SYSTEMS CONTROLS, INC.",2018-02-15,509049.0,"Gen Structural Assys, NRE - Other, Valves."
RAYTHEON COMPANY,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",2018-12-04,504312.0,"Cable Assemblies RF, CableAssy&HarnMulti, NRE - Other."
RAYTHEON COMPANY,ALLIANT TECHSYSTEMS OPERATIONS LLC,2016-08-30,500000.0,Cost Plus Fixed Fee
RAYTHEON COMPANY,"MICRO CRAFT, INC.",2017-04-27,499468.0,Time & Material
RAYTHEON COMPANY,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",2018-12-04,494312.0,"Cable Assemblies RF, CableAssy&HarnMulti, NRE - Other."
RAYTHEON COMPANY,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,2017-02-23,486590.0,Firm Fixed Price
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2017-02-22,461160.0,Firm Fixed Price
RAYTHEON COMPANY,"L3 TECHNOLOGIES, INC.",2018-03-15,454938.0,Firm Fixed Price
RAYTHEON COMPANY,PARKER-HANNIFIN CORPORATION,2017-08-22,451140.0,Firm Fixed Price
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-02-02,439350.0,"Alum Invest Casting, NRE - Engineering, NRE - Other."
RAYTHEON COMPANY,"UNI-CAST, LLC",2018-02-02,439350.0,"Alum Invest Casting, NRE - Engineering, NRE - Other."
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-10-23,434734.0,Firm Fixed Price
RAYTHEON COMPANY,TELETRONICS TECHNOLOGY CORPORATION,2018-06-14,426576.0,Firm Fixed Price
RAYTHEON COMPANY,TELETRONICS TECHNOLOGY CORPORATION,2018-06-14,409848.0,Firm Fixed Price
RAYTHEON COMPANY,"DESIGNLINX HARDWARE SOLUTIONS, LLC",2017-02-22,405000.0,Time & Material
RAYTHEON COMPANY,"DESIGNLINX HARDWARE SOLUTIONS, INC.",2017-02-23,403204.0,Tech/Eng Services.
RAYTHEON COMPANY,"DESIGNLINX HARDWARE SOLUTIONS, INC.",2017-02-23,403204.0,Tech/Eng Services.
RAYTHEON COMPANY,PARKER-HANNIFIN CORPORATION,2017-09-11,401171.0,"NRE - Data Items, NRE - Engineering, NRE - Qualification, Pumps, Tech/Eng Services."
RAYTHEON COMPANY,"PCC STRUCTURALS, INC.",2017-11-03,398019.0,"NRE - Engineering, Titanium Invest Cast."
RAYTHEON COMPANY,"PCC STRUCTURALS, INC.",2017-11-03,398019.0,"NRE - Engineering, Titanium Invest Cast."
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-01-15,377000.0,Firm Fixed Price
RAYTHEON COMPANY,ORBITAL SCIENCES CORPORATION,2017-02-24,356444.0,Cost Plus Fixed Fee
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-01-15,356100.0,Firm Fixed Price
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2020-03-26,352687.0,NRE - Other.
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2020-03-26,352687.0,NRE - Other.
RAYTHEON COMPANY,"HERLEY INDUSTRIES, INC.",2018-06-25,350664.0,Firm Fixed Price
RAYTHEON COMPANY,"MICRO CRAFT, INC.",2017-05-02,338484.0,Tech/Eng Services.
RAYTHEON COMPANY,"MICRO CRAFT, INC.",2017-05-02,338484.0,Tech/Eng Services.
RAYTHEON COMPANY,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,2017-02-23,323145.0,Firm Fixed Price
RAYTHEON COMPANY,"PCC STRUCTURALS, INC.",2017-11-02,321964.0,Firm Fixed Price
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2019-05-01,314154.0,Time & Material
RAYTHEON COMPANY,"ARCH GLOBAL PRECISION - HUNTINGDON VALLEY, LLC",2018-05-16,297852.0,FinsWings&Boattails.
RAYTHEON COMPANY,"ARCH GLOBAL PRECISION - HUNTINGDON VALLEY, LLC",2018-05-16,297852.0,FinsWings&Boattails.
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-01-15,292100.0,Firm Fixed Price
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-03-06,286176.0,"Gen Structural Assys, NRE - Engineering."
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-03-06,286176.0,"Gen Structural Assys, NRE - Engineering."
RAYTHEON COMPANY,"MARVIN ENGINEERING CO., INC.",2017-10-03,282200.0,Firm Fixed Price
RAYTHEON COMPANY,"MICRO CRAFT, INC.",2017-06-21,265477.0,Time & Material
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2017-02-22,230580.0,Firm Fixed Price
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2017-02-23,230580.0,Explosive Cut Device.
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2017-02-23,230580.0,Explosive Cut Device.
RAYTHEON COMPANY,ENSIGN-BICKFORD AEROSPACE & DEFENSE COMPANY,2017-02-23,229838.0,Firm Fixed Price
RAYTHEON COMPANY,"JANSEN'S AIRCRAFT SYSTEMS CONTROLS, INC.",2018-01-18,225291.0,Cost Plus Fixed Fee
RAYTHEON COMPANY,"HERLEY INDUSTRIES, INC.",2018-07-26,209036.0,"NRE - Engineering, Receivers."
RAYTHEON COMPANY,"HERLEY INDUSTRIES, INC.",2018-07-25,209036.0,Firm Fixed Price
RAYTHEON COMPANY,"HERLEY INDUSTRIES, INC.",2018-07-26,209036.0,"NRE - Engineering, Receivers."
RAYTHEON COMPANY,"EAGLEPICHER TECHNOLOGIES, LLC",2017-10-02,203064.0,Firm Fixed Price
RAYTHEON COMPANY,ALLIANT TECHSYSTEMS OPERATIONS LLC,2020-09-18,199862.0,NRE - Other.
RAYTHEON COMPANY,"CAID INDUSTRIES, INC",2020-01-06,198546.0,Metal Shp'g Containr.
RAYTHEON COMPANY,"CAID INDUSTRIES, INC",2020-01-06,198546.0,Metal Shp'g Containr.
RAYTHEON COMPANY,ALLIANT TECHSYSTEMS OPERATIONS LLC,2020-09-18,197547.0,NRE - Other.
RAYTHEON COMPANY,ALLIANT TECHSYSTEMS OPERATIONS LLC,2020-09-18,197472.0,NRE - Other.
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-09-16,194073.0,Firm Fixed Price
RAYTHEON COMPANY,PORT ELECTRONICS CORPORATION,2019-05-30,193949.0,Missile Antenna &Ped.
RAYTHEON COMPANY,PORT ELECTRONICS CORPORATION,2019-05-30,193949.0,Missile Antenna &Ped.
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2018-02-06,192480.0,"AlarmBuzzerSensor, EnvTestEq(Shock/etc)."
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2018-02-06,192480.0,"AlarmBuzzerSensor, EnvTestEq(Shock/etc)."
RAYTHEON COMPANY,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",2018-11-30,189839.0,Firm Fixed Price
RAYTHEON COMPANY,"EAGLEPICHER TECHNOLOGIES, LLC",2017-10-25,188342.0,Iron Batteries.
RAYTHEON COMPANY,"EAGLEPICHER TECHNOLOGIES, LLC",2017-10-25,188342.0,Iron Batteries.
RAYTHEON COMPANY,"MARVIN ENGINEERING CO., INC.",2017-10-03,186300.0,Firm Fixed Price
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-08-13,180147.0,Time & Material
RAYTHEON COMPANY,"INOVAR, INC.",2018-09-24,178652.0,"Custom CCA's, NRE - Other."
RAYTHEON COMPANY,"SPARTRONICS LOGAN, LLC",2018-09-24,178652.0,"Custom CCA's, NRE - Other."
RAYTHEON COMPANY,"INOVAR, INC.",2018-09-24,178652.0,Firm Fixed Price
RAYTHEON COMPANY,"MARVIN ENGINEERING CO., INC.",2017-10-18,175330.0,Gen Structural Assys.
RAYTHEON COMPANY,"MARVIN ENGINEERING CO., INC.",2017-10-18,175330.0,Gen Structural Assys.
RAYTHEON COMPANY,"KEYSIGHT TECHNOLOGIES, INC.",2018-02-01,172884.0,Test Equipment.
RAYTHEON COMPANY,"KEYSIGHT TECHNOLOGIES, INC.",2018-02-01,172884.0,Test Equipment.
RAYTHEON COMPANY,PACIFIC SCIENTIFIC ENERGETIC MATERIALS COMPANY (CALIFORNIA) LLC,2018-10-08,171101.0,Firm Fixed Price
RAYTHEON COMPANY,"KEYSIGHT TECHNOLOGIES, INC.",2017-11-18,170519.0,Firm Fixed Price
RAYTHEON COMPANY,"KEYSIGHT TECHNOLOGIES, INC.",2017-11-18,170519.0,Firm Fixed Price
RAYTHEON COMPANY,"KEYSIGHT TECHNOLOGIES, INC.",2017-11-18,170519.0,Firm Fixed Price
RAYTHEON COMPANY,"KEYSIGHT TECHNOLOGIES, INC.",2017-11-18,170519.0,Firm Fixed Price
RAYTHEON COMPANY,PORT ELECTRONICS CORP.,2019-05-23,168218.0,Firm Fixed Price
RAYTHEON COMPANY,PORT ELECTRONICS CORPORATION,2019-03-22,165370.0,Transducers.
RAYTHEON COMPANY,SPACE VECTOR CORPORATION,2019-05-20,162517.0,Firm Fixed Price
RAYTHEON COMPANY,SPACE VECTOR CORPORATION,2019-05-20,161022.0,"Chargers, Lithium Batteries, NRE - Other."
RAYTHEON COMPANY,SPACE VECTOR CORPORATION,2019-05-20,161022.0,"Chargers, Lithium Batteries, NRE - Other."
RAYTHEON COMPANY,"GRAY'S ENGINEERING & CONSULTING, INC.",2020-07-28,158935.0,NRE - Other.
RAYTHEON COMPANY,PORT ELECTRONICS CORPORATION,2019-03-22,157776.0,Transducers.
RAYTHEON COMPANY,CORVID TECHNOLOGIES LLC,2021-04-28,154168.0,NRE - Other.
RAYTHEON COMPANY,CORVID TECHNOLOGIES LLC,2021-04-28,154168.0,NRE - Other.
RAYTHEON COMPANY,"EAGLEPICHER TECHNOLOGIES, LLC",2019-04-08,152392.0,Firm Fixed Price
RAYTHEON COMPANY,"EAGLEPICHER TECHNOLOGIES, LLC",2019-04-11,152392.0,"Iron Batteries, NRE - Other."
RAYTHEON COMPANY,"EAGLEPICHER TECHNOLOGIES, LLC",2019-04-11,152392.0,"Iron Batteries, NRE - Other."
RAYTHEON COMPANY,ALLCOMP INC.,2018-05-17,150880.0,Firm Fixed Price
RAYTHEON COMPANY,DYTRAN INSTRUMENTS INC.,2019-03-26,149223.0,"Accelerometers, Amplifiers, Cable/CableAssyHV, Non-complex Machined."
RAYTHEON COMPANY,DYTRAN INSTRUMENTS INC.,2019-03-26,149223.0,"Accelerometers, Amplifiers, Cable/CableAssyHV, Non-complex Machined."
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-02-27,146203.0,Firm Fixed Price
RAYTHEON COMPANY,"JANSEN'S AIRCRAFT SYSTEMS CONTROLS, INC.",2018-12-18,145786.0,Cost Plus Fixed Fee
RAYTHEON COMPANY,ADVANCED THERMAL BATTERIES INC.,2017-08-17,144600.0,Firm Fixed Price
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2018-01-08,143820.0,Firm Fixed Price
RAYTHEON COMPANY,"COORSTEK, INC.",2018-09-26,143374.0,Firm Fixed Price
RAYTHEON COMPANY,"COORSTEK, INC.",2018-10-24,143374.0,Firm Fixed Price
RAYTHEON COMPANY,"GRAY'S ENGINEERING & CONSULTING, LLC",2020-07-28,140000.0,NRE - Other.
RAYTHEON COMPANY,ADVANCED THERMAL BATTERIES INC.,2017-09-14,136770.0,Iron Batteries.
RAYTHEON COMPANY,ADVANCED THERMAL BATTERIES INC.,2017-09-14,136770.0,Iron Batteries.
RAYTHEON COMPANY,"KIRSH MANUFACTURING, INC.",2018-03-22,133920.0,Test Equipment.
RAYTHEON COMPANY,"KIRSH MANUFACTURING, INC.",2018-03-22,133920.0,Test Equipment.
RAYTHEON COMPANY,"KIRSH MANUFACTURING, INC.",2018-03-19,133920.0,Firm Fixed Price
RAYTHEON COMPANY,ALLCOMP INC.,2018-05-17,132320.0,Firm Fixed Price
RAYTHEON COMPANY,"AEROSPEC, INC.",2019-11-27,126989.0,Services: Nonproduct.
RAYTHEON COMPANY,"AEROSPEC, INC.",2019-11-27,126989.0,Services: Nonproduct.
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2018-08-30,126000.0,Firm Fixed Price
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2018-09-25,126000.0,Measuring Devices.
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2018-09-25,126000.0,Measuring Devices.
RAYTHEON COMPANY,"DYNETICS, INC.",2017-03-27,123952.0,Firm Fixed Price
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-07-26,121018.0,"Gen Structural Assys, NRE - Other."
RAYTHEON COMPANY,"DYNETICS TECHNICAL SOLUTIONS, INC.",2018-07-26,121018.0,"Gen Structural Assys, NRE - Other."
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2019-01-22,120450.0,Measuring Devices.
RAYTHEON COMPANY,"MEASUREMENT SPECIALTIES, INC.",2019-01-22,120450.0,Measuring Devices.
RAYTHEON COMPANY,ATK SPACE SYSTEMS INC.,2018-02-14,119900.0,Firm Fixed Price
RAYTHEON COMPANY,PARKER-HANNIFIN CORPORATION,2017-08-22,119700.0,Firm Fixed Price
RAYTHEON COMPANY,"MARVIN ENGINEERING CO., INC.",2018-02-08,118490.0,Launchers&Cannisters.
RAYTHEON COMPANY,"MARVIN ENGINEERING CO., INC.",2018-02-07,118490.0,Firm Fixed Price
RAYTHEON COMPANY,"MARVIN ENGINEERING CO., INC.",2018-02-08,118490.0,Launchers&Cannisters.
RAYTHEON COMPANY,"HI-TECH MACHINING & ENGINEERING, L.L.C.",2019-10-30,115000.0,Machine Shop Work.
RAYTHEON COMPANY,"HI-TECH MACHINING & ENGINEERING, L.L.C.",2019-10-30,115000.0,Machine Shop Work.
RAYTHEON COMPANY,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",2018-09-27,114317.0,Firm Fixed Price
RAYTHEON COMPANY,"CAMI RESEARCH, INC.",2019-05-14,114284.0,"NRE - Other, T/E Rental/Lease."
RAYTHEON COMPANY,"UNI-CAST, INC.",2018-01-15,110200.0,Firm Fixed Price
RAYTHEON COMPANY,"SOUTHERN GEAR & MACHINE, INC.",2018-08-13,105891.0,Firm Fixed Price
RAYTHEON COMPANY,STANLEY MACHINING & TOOL CORP.,2017-10-25,105102.0,Firm Fixed Price
RAYTHEON COMPANY,"RADIUS AEROSPACE, INC.",2018-08-07,101690.0,"Gen Structural Assys, Non-complex Machined."
RAYTHEON COMPANY,"RADIUS AEROSPACE, INC.",2018-08-07,101690.0,"Gen Structural Assys, Non-complex Machined."
RAYTHEON COMPANY,"KLUNE INDUSTRIES, INC.",2018-06-06,101361.0,"NRE - Other, Titanium Plate."
RAYTHEON COMPANY,"KLUNE INDUSTRIES, INC.",2018-06-06,101361.0,"NRE - Other, Titanium Plate."
RAYTHEON COMPANY,"SOUTHERN GEAR & MACHINE, INC.",2018-08-14,100232.0,"Gears, Precision Machined."
RAYTHEON COMPANY,"SOUTHERN GEAR & MACHINE, INC.",2018-08-14,100232.0,"Gears, Precision Machined."
RAYTHEON COMPANY,ALLIANT TECHSYSTEMS OPERATIONS LLC,2020-09-10,99925.0,NRE - Other.
RAYTHEON COMPANY,PARKER-HANNIFIN CORPORATION,2017-08-22,98702.0,Firm Fixed Price
RAYTHEON COMPANY,ALLIANT TECHSYSTEMS OPERATIONS LLC,2020-09-10,98553.0,NRE - Other.
RAYTHEON COMPANY,"KLUNE INDUSTRIES, INC.",2018-06-05,95958.0,Firm Fixed Price
